rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
1,https://upgrader.gapminder.org,Gapminder Worldview Upgrader,100,83,17,1.0,LOW,LOW,modifier,What Gapminder Worldview Upgrader does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
2,https://bellingcat.gitbook.io/toolkit,Bellingcat Online Investigation Toolkit,90,80,10,0.83,LOW,HIGH,criteria,"Bellingcat Online Investigation Toolkit is one of the most well-documented projects on the list, and I have to be honest: I can't fully separate how much of its score reflects genuine constitutional fit versus the documentation advantage that comes with being widely known."
3,https://github.com/disarmfoundation/disarmframeworks,DISARM Frameworks,89,79,10,1.0,LOW,LOW,criteria,What DISARM Frameworks does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
4,https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Advertising Transparency Data Standard,86,76,10,1.0,LOW,LOW,criteria,What Political Advertising Transparency Data Standard does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
5,https://github.com/travisbrown/birdwatch,Community Notes (Birdwatch) Analysis Tool,82,69,13,0.92,LOW,MEDIUM,criteria,What Community Notes (Birdwatch) Analysis Tool does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
6,https://aleph.occrp.org,Aleph (OCCRP),80,73,7,0.92,LOW,HIGH,criteria,"Aleph (OCCRP) is one of the most well-documented projects on the list, and I have to be honest: I can't fully separate how much of its score reflects genuine constitutional fit versus the documentation advantage that comes with being widely known."
7,https://github.com/mastodon/mastodon,Mastodon,80,71,9,1.0,LOW,HIGH,criteria,"Mastodon is one of the most well-documented projects on the list, and I have to be honest: I can't fully separate how much of its score reflects genuine constitutional fit versus the documentation advantage that comes with being widely known."
8,https://github.com/huridocs,HURIDOCS,79,72,7,1.0,LOW,MEDIUM,criteria,"HURIDOCS has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
9,https://globalfactcheck.bot,Global Fact-Check Bot (GFC),79,59,20,0.83,LOW,MEDIUM,modifier,What Global Fact-Check Bot (GFC) does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
10,https://okfn.org/en/projects/open-data-editor,Open Data Editor (ODE),79,79,0,1.0,LOW,HIGH,criteria,"Open Data Editor (ODE) is one of the most well-documented projects on the list, and I have to be honest: I can't fully separate how much of its score reflects genuine constitutional fit versus the documentation advantage that comes with being widely known."
