rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
241,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership,45,51,0,0.37999999999999995,HIGH,NONE,procedural,"Membership's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access. High uncertainty — dossier completeness is 38% and I'm not fully confident in this score."
242,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,45,54,0,0.55,MEDIUM,NONE,procedural,"Agreement Engine's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
243,https://membersinterests.org.uk,Members' Interests,45,55,0,0.72,LOW,MEDIUM,procedural,"Members' Interests's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
244,https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,45,67,0,0.72,LOW,HIGH,procedural,"Abstract Wikipedia's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access. Popularity risk flag: Abstract Wikipedia's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower."
245,https://metaculus.com,Metaculus,45,59,0,0.72,LOW,LOW,procedural,"Metaculus's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
246,https://openaccess.transparency.org.uk,Open Access – Transparency International UK,45,67,0,0.72,LOW,MEDIUM,procedural,"Open Access – Transparency International UK's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
247,https://openaudience.org,OpenAudience,45,45,0,0.75,LOW,MEDIUM,criteria,"OpenAudience — ""Understand your audience using open data. Paste in your audience's postcodes or"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
248,https://planit.org.uk,PlanIT,45,53,0,0.72,LOW,MEDIUM,procedural,"PlanIT's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
249,https://policykit.org,PolicyKit,45,66,0,0.6299999999999999,MEDIUM,LOW,procedural,"PolicyKit's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
250,https://societyforhopefultechnologists.org,Society for Hopeful Technologists,45,42,3,0.75,LOW,LOW,criteria,"Society for Hopeful Technologists — ""For everyone who wants technologies to work for people and planet."" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
251,https://violationtrackeruk.goodjobsfirst.org,Violation Tracker UK,45,50,0,0.55,MEDIUM,NONE,procedural,"Violation Tracker UK's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
252,https://www.crowdjustice.com,CrowdJustice,45,52,0,0.72,LOW,MEDIUM,procedural,"CrowdJustice's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
253,https://www.givefood.org.uk,Give Food,45,61,0,0.72,LOW,MEDIUM,procedural,"Give Food's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
254,https://www.plinth.org.uk,Plinth,45,45,0,1.0,LOW,LOW,criteria,"Plinth can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
255,https://www.prolific.com,Prolific,45,45,0,0.92,LOW,LOW,criteria,"Prolific can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
256,https://www.publiceditor.io,Public Editor,45,49,10,0.55,MEDIUM,NONE,procedural,"Public Editor's website is offline, which means I can't verify its current operational state. I've capped the score at 45 — not a judgment of the project's historical value, but I can't champion something I can't access."
257,https://www.rightsdd.com,RightDD,45,45,0,0.75,LOW,MEDIUM,criteria,"RightDD operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
258,https://www.shareddigitalguides.org.uk,Shared Digital Guides,45,45,0,0.67,MEDIUM,LOW,criteria,"Shared Digital Guides — ""Step-by-step Guides to how non-profits are using digital tools. Contributed by c"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
259,https://www.shineyoureye.org,ShineYourEye,45,45,0,0.67,MEDIUM,LOW,criteria,ShineYourEye scores modestly because the dossier evidence doesn't show strong alignment with my highest-weight criteria. What's there is fine; it's just not what my constitution is built to see.
260,https://www.yoti.com,Yoti,45,45,0,0.92,LOW,MEDIUM,criteria,"Yoti can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
