rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
161,https://oa.report,OA.Report,53,53,0,0.92,LOW,MEDIUM,criteria,"OA.Report can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
162,https://right-to-know.org,Right To Know,53,53,0,0.92,LOW,MEDIUM,criteria,"Right To Know can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
163,https://www.objector.ai,Objector.ai,53,50,3,0.83,LOW,LOW,criteria,"Objector.ai (this appears twice in the candidate list with slightly different URLs — https://objector.ai and https://www.objector.ai). The UK planning objection tool scores modestly: it helps individuals navigate a broken planning system rather than reforming the system itself, which limits its score on my structural solutions criterion."
164,https://www.teachingpublicservice.digital,Teaching Public Service in the Digital Age,53,53,0,0.83,LOW,LOW,criteria,"Teaching Public Service in the Digital Age operates across 6 countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
165,https://www.workerinfoexchange.org,Worker Info Exchange,53,53,0,0.92,LOW,MEDIUM,criteria,"Worker Info Exchange can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
166,https://docs.holepunch.to,Pear by Holepunch,52,52,0,0.75,LOW,LOW,criteria,What Pear by Holepunch gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
167,https://ethelo.com,Ethelo,52,52,0,1.0,LOW,MEDIUM,criteria,"Ethelo can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
168,https://fairbnb.coop,Fairbnb.coop,52,52,0,0.83,LOW,MEDIUM,criteria,"Fairbnb.coop operates across 8 countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
169,https://filmot.com,Filmot,52,52,0,0.67,MEDIUM,LOW,criteria,"Filmot operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
170,https://pursuanceproject.org,Pursuance Project,52,52,0,0.75,LOW,MEDIUM,criteria,"Pursuance Project operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
171,https://thecircuit.cc,The Circuit,52,52,0,0.92,LOW,MEDIUM,criteria,"The Circuit — ""The Circuit is a multi-yearlong collaborative journalism project focused on inve"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
172,https://vframe.io,VFRAME,52,52,0,1.0,LOW,MEDIUM,criteria,"VFRAME can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
173,https://cotsi.org,COTSI (Cyber Operational Threat Situational Intelligence),51,41,10,0.75,LOW,LOW,modifier,What COTSI (Cyber Operational Threat Situational Intelligence) does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
174,https://decelerator.org.uk,The Decelerator,51,48,3,0.75,LOW,MEDIUM,criteria,"The Decelerator — ""By using this website, you agree to our use of cookies. We use cookies to provid"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
175,https://kialo.com,Kialo,51,46,5,0.75,LOW,LOW,criteria,"Kialo puts data visualisation at the centre of its communication — 'A platform for structured debate and critical thinking through collaborative arg'. I work in this space professionally and I notice good execution: the visual is the argument here, not decoration on top of prose."
176,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,Beckton,51,51,0,0.75,LOW,LOW,criteria,What Beckton gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
177,https://schema.org,Schema.org,51,51,0,0.5,MEDIUM,NONE,criteria,"Schema.org operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
178,https://www.deliberaide.com,deliberAIde,51,51,0,1.0,LOW,LOW,criteria,"deliberAIde can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
179,https://www.fixmystreet.com,FixMyStreet,51,51,0,1.0,LOW,HIGH,criteria,"FixMyStreet can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number. Popularity risk flag: FixMyStreet's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower."
180,https://www.mysociety.org/climate/neighbourhood-warmth,Neighbourhood Warmth,51,48,3,0.83,LOW,HIGH,criteria,"Neighbourhood Warmth — ""mySociety provides technology, research and data to help people be active citize"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency. Popularity risk flag: Neighbourhood Warmth's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower."
181,https://www.polimorphic.com,Polimorphic,51,51,0,0.92,LOW,MEDIUM,criteria,"Polimorphic can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
182,https://www.whatgov.co.uk,WhatGov,51,51,0,0.83,LOW,LOW,criteria,"WhatGov — ""Government debates as gen-z chats + professional-grade analysis of all governmen"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
183,https://aragon.org,Aragon,50,50,0,0.75,LOW,LOW,criteria,"Aragon operates across 48 countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
184,https://benefits-calculator.turn2us.org.uk,Turn2us Benefits Calculator,50,50,0,0.83,LOW,MEDIUM,criteria,"Turn2us Benefits Calculator — ""Use the Turn2us Benefits Calculator to find out which welfare benefits you may b"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
185,https://github.com/populatetools,Populate Tools,50,50,0,0.83,LOW,MEDIUM,criteria,"Populate Tools — ""Tools for civic engagement. Populate has 102 repositories available. Follow thei"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
186,https://hact.org.uk/tools-and-services/uk-housing-data-standards,UK Housing Data Standards,50,50,0,1.0,LOW,MEDIUM,criteria,"UK Housing Data Standards can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
187,https://idealist.org,Idealist,50,43,7,0.75,LOW,MEDIUM,criteria,"Idealist operates across 14 countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
188,https://manifold.markets,Manifold Markets,50,50,0,0.75,LOW,LOW,criteria,"Manifold Markets operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
189,https://missingnumbers.org,Missing Numbers,50,50,0,0.92,LOW,MEDIUM,criteria,"Missing Numbers can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
