rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
244,https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,29.1,29.1,0,0.86,LOW,LOW,criteria,"I can see what this is trying to do, but Consent-O-Matic doesn't connect with the values driving this evaluation"
245,https://planit.org.uk,PlanIT,28.6,28.6,0,0.86,LOW,LOW,criteria,Not where I'd focus attention — PlanIT doesn't connect with the values driving this evaluation
246,https://spartacus.app,Spartacus,28.6,28.6,0,0.86,LOW,LOW,criteria,Hard to see the fit with my priorities — Spartacus doesn't connect with the values driving this evaluation
247,https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,28.5,28.5,0,0.86,LOW,LOW,criteria,Doesn't land for me — Gender Pay Gap Service doesn't connect with the values driving this evaluation
248,https://nymtech.net,Nym,28.5,28.5,0,0.86,LOW,LOW,criteria,"The intent may be fine, but Nym doesn't connect with the values driving this evaluation"
249,https://oa.report,OA.Report,28.5,28.5,0,0.86,LOW,LOW,criteria,"I can see what this is trying to do, but OA.Report doesn't connect with the values driving this evaluation"
250,https://github.com/propublica/django-collaborative,django-collaborative,28.4,28.4,0,0.86,LOW,LOW,criteria,Not where I'd focus attention — django-collaborative doesn't connect with the values driving this evaluation
251,https://spacetu.be,Spacetube,28.4,28.4,0,0.86,LOW,LOW,criteria,Hard to see the fit with my priorities — Spacetube doesn't connect with the values driving this evaluation
252,https://www.plinth.org.uk,Plinth,28.0,28.0,0,0.86,LOW,LOW,criteria,Doesn't land for me — Plinth doesn't connect with the values driving this evaluation
253,https://moralmachine.net,Moral Machine,27.9,27.9,0,0.86,LOW,LOW,criteria,"The intent may be fine, but Moral Machine doesn't connect with the values driving this evaluation"
254,https://viewpoints.xyz,Viewpoints,27.8,27.8,0,0.86,LOW,LOW,criteria,"I can see what this is trying to do, but Viewpoints doesn't connect with the values driving this evaluation"
255,https://www.crowdjustice.com,CrowdJustice,27.8,27.8,0,0.86,LOW,LOW,criteria,Not where I'd focus attention — CrowdJustice doesn't connect with the values driving this evaluation
256,https://openaudience.org,OpenAudience,27.7,27.7,0,0.86,LOW,LOW,criteria,Hard to see the fit with my priorities — OpenAudience doesn't connect with the values driving this evaluation
