rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
163,https://schema.org,Schema.org,39.7,39.7,0,0.57,MEDIUM,LOW,criteria,"Schema.org (A collaborative, community activity with a mission to create) sits in a grey zone for me —the alignment with my core criteria (governance, underserved users) is partial at best"
164,https://shareyourpaper.org,Shareyourpaper.org,39.6,33.6,6,0.86,LOW,LOW,criteria,"Shareyourpaper.org (Simplest way to legally make academic papers freely availabl) sits in a grey zone for me —the primary users (civic technology researchers academics librarians) are professionals, not the underserved populations I weight highest"
165,https://talktothecity.org,Talk to the City,39.6,43.6,-4,0.86,LOW,LOW,criteria,"Talk to the City (Open-source LLM survey tool to improve collective discourse ) sits in a grey zone for me —the primary users (civic technology researchers engaged citizens poli) are professionals, not the underserved populations I weight highest"
166,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,Registers and collaboration: making lists we can trust,39.5,33.5,6,0.86,LOW,LOW,criteria,"Registers and collaboration: making lists we can trust (A report examining models of stewarding registers and the im) sits in a grey zone for me —the primary users (civic technology researchers data stewards governm) are professionals, not the underserved populations I weight highest"
167,https://ethelo.com,Ethelo,39.1,39.1,0,0.86,LOW,LOW,criteria,"Ethelo (The world's leading group solutions technology — a multi-par) sits in a grey zone for me —the alignment with my core criteria (governance, underserved users) is partial at best"
168,https://www.papertree.earth,Papertree,38.7,38.7,0,0.86,LOW,LOW,criteria,"Papertree (Interactive tree planting data platform for transparent clim) sits in a grey zone for me —the primary users (tree planting organisations climate advocates rese) are professionals, not the underserved populations I weight highest"
169,https://alltechishuman.org/responsible-tech-guide-2025,Responsible Tech Guide 2025,38.5,32.5,6,0.86,LOW,LOW,criteria,"Responsible Tech Guide 2025 (Flagship resource providing information, inspiration, and pa) sits in a grey zone for me —the primary users (technologists policymakers civic technology resear) are professionals, not the underserved populations I weight highest"
170,https://civicpress.io,CivicPress,38.5,38.5,0,0.86,LOW,LOW,criteria,"CivicPress (Open infrastructure for transparent local government) sits in a grey zone for me —the alignment with my core criteria (governance, underserved users) is partial at best"
171,https://violationtrackeruk.goodjobsfirst.org,Violation Tracker UK,38.5,32.5,6,0.86,LOW,LOW,criteria,"Violation Tracker UK (Database tracking corporate violations and enforcement actio) sits in a grey zone for me —the primary users (researchers journalists campaigners citizens polic) are professionals, not the underserved populations I weight highest"
172,https://github.com/sentinelteam/grim,GRIM (Global Risk Simulator),38.4,32.4,6,0.86,LOW,HIGH,criteria,"GRIM (Global Risk Simulator) (AI Wargamer and Global Risk Simulator — a Telegram bot for s) sits in a grey zone for me —the primary users (global catastrophic risk researchers effective alt) are professionals, not the underserved populations I weight highest"
173,https://programs.clearerthinking.org/understanding-your-morality,Understanding Your Morality,38.4,32.4,6,0.86,LOW,LOW,criteria,"Understanding Your Morality (An interactive tool to help people understand their moral va) sits in a grey zone for me —the alignment with my core criteria (governance, underserved users) is partial at best"
174,https://www.myaction.center,MyActionCenter,38.4,32.4,6,0.86,LOW,LOW,criteria,"MyActionCenter (Turn your supporters into an activist force through coordina) sits in a grey zone for me —the alignment with my core criteria (governance, underserved users) is partial at best"
175,https://www.martus.org,Martus,38.3,36.3,2,0.86,LOW,LOW,criteria,"Martus (Free, open source secure information collection and manageme) sits in a grey zone for me —the primary users (human rights activists NGOs civil liberties organi) are professionals, not the underserved populations I weight highest"
176,https://gov.uk/find-local-consultations,Find local consultations,38.1,38.1,0,0.86,LOW,HIGH,criteria,"Find local consultations (A UK government service enabling citizens to discover and pa) sits in a grey zone for me —the alignment with my core criteria (governance, underserved users) is partial at best"
177,https://publicmediastack.com,Public Media Stack,38.0,32.0,6,0.86,LOW,LOW,criteria,"Public Media Stack (A curated research resource mapping software tools and techn) sits in a grey zone for me —the alignment with my core criteria (governance, underserved users) is partial at best"
