rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
81,https://metagov.org/projects/interop,Interoperable Deliberative Tools,65.8,59.8,6,0.75,LOW,LOW,criteria,Interoperable Deliberative Tools addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M5:+6.
82,https://arxiv.org,arXiv,65.7,63.7,2,0.83,LOW,HIGH,criteria,"arXiv demonstrates the epistemic rigour I look for — explicit about what it measures, how it knows if it works, and where its limits are. modifiers: M4:-4, M5:+6. popularity-risk flag — arXiv is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
83,https://riseup.net,Riseup,65.1,47.1,18,0.75,LOW,MEDIUM,modifier,"What draws me most to Riseup is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+12, M5:+6."
84,https://charitydigitalskills.co.uk,Charity Digital Skills Report,65.0,52.0,13,0.92,LOW,MEDIUM,criteria,"Charity Digital Skills Report scores well across my criteria — it sits at a productive intersection of participation infrastructure and democratic accessibility. modifiers: M1:+9, M5:+4."
85,https://grantnav.threesixtygiving.org,GrantNav,65.0,52.0,13,1.0,LOW,MEDIUM,criteria,"GrantNav does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M1:+9, M5:+4."
86,https://tech-coops.xyz,Tech Coops List,65.0,50.0,15,0.75,LOW,LOW,modifier,"Tech Coops List scores well across my criteria — it sits at a productive intersection of participation infrastructure and democratic accessibility. modifiers: M1:+9, M5:+6."
87,https://www.myaction.center,MyActionCenter,64.9,55.9,9,0.75,LOW,LOW,criteria,What draws me most to MyActionCenter is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9.
88,https://github.com/disarmfoundation/disarmframeworks,DISARM Frameworks,64.8,57.8,7,1.0,LOW,LOW,criteria,"DISARM Frameworks demonstrates the epistemic rigour I look for — explicit about what it measures, how it knows if it works, and where its limits are. modifiers: M3:+5, M4:-4."
89,https://parsethebill.com,Parse The Bill,64.8,57.8,7,0.75,LOW,LOW,criteria,"Parse The Bill addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M1:+9, M5:+4."
90,https://participedia.net,Participedia,64.8,58.8,6,0.92,LOW,MEDIUM,criteria,"Participedia has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6."
91,https://contractsfordatacollaboration.org,Contracts for Data Collaboration,64.0,51.0,13,1.0,LOW,LOW,modifier,"Contracts for Data Collaboration does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M1:+9, M4:-4."
92,https://landexplorer.coop,Land Explorer,64.0,51.0,13,1.0,LOW,LOW,modifier,"Land Explorer has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M1:+9, M5:+4."
93,https://atlasofsurveillance.org,Atlas of Surveillance,63.7,63.7,0,0.92,LOW,LOW,criteria,"Atlas of Surveillance does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M4:-4, M5:+4."
94,https://civiclick.com,CiviClick,63.0,51.0,12,0.75,LOW,LOW,criteria,"What draws me most to CiviClick is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+8, M5:+4."
95,https://adhocracy.plus,adhocracy+,62.9,56.9,6,1.0,LOW,LOW,criteria,adhocracy+ addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M5:+6.
96,https://mapit.mysociety.org,MapIt,62.9,53.9,9,1.0,LOW,HIGH,criteria,"MapIt addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M1:+9, M4:-4. popularity-risk flag — MapIt is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
97,https://turbophonebank.com,Turbo Phonebank,62.9,53.9,9,0.75,LOW,LOW,criteria,What draws me most to Turbo Phonebank is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9.
98,https://data.mysociety.org,mySociety Datasets and APIs,62.8,60.8,2,1.0,LOW,HIGH,criteria,"mySociety Datasets and APIs addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M4:-4, M5:+6. popularity-risk flag — mySociety Datasets and APIs is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
99,https://oa.works/,OA.Works,62.8,60.8,2,1.0,LOW,MEDIUM,criteria,"What draws me most to OA.Works is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M4:-4, M5:+6."
100,https://www.openownership.org,Open Ownership,62.8,60.8,2,1.0,LOW,LOW,criteria,"Open Ownership does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M4:-4, M5:+6."
101,https://www.polimonitor.com,PoliMonitor,62.8,57.8,5,0.67,MEDIUM,LOW,criteria,"What draws me most to PoliMonitor is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M4:-4."
102,https://www.communitytech.network,Community Tech,62.1,45.1,17,0.92,LOW,LOW,modifier,"Community Tech has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M1:+9, M3:+4."
103,https://datatrusts.uk,The Data Trusts Initiative,61.9,56.9,5,1.0,LOW,LOW,criteria,"The Data Trusts Initiative has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M3:+5."
104,https://granitt.io,Granitt,61.9,52.9,9,0.75,LOW,LOW,criteria,"Granitt addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M1:+9, M5:+6."
105,https://harmonica.chat/,Harmonica,61.9,52.9,9,0.83,LOW,LOW,criteria,Harmonica addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M1:+9.
106,https://monitormamdani.com/,Monitor Mamdani,61.9,56.9,5,0.75,LOW,LOW,criteria,"Monitor Mamdani addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M1:+9, M4:-4."
