rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
1,https://algorithmwatch.org,AlgorithmWatch,95.5,76.5,19,1.0,LOW,HIGH,criteria,"AlgorithmWatch addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M1:+8, M3:+5. popularity-risk flag — AlgorithmWatch is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
2,https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Advertising Transparency Data Standard,92.5,77.5,15,1.0,LOW,LOW,criteria,"What draws me most to Political Advertising Transparency Data Standard is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+6."
3,https://liquidfeedback.com,LiquidFeedback,88.5,73.5,15,1.0,LOW,MEDIUM,criteria,"What draws me most to LiquidFeedback is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+6."
4,https://www.campaigntracker.nl/en,Campaign Tracker,87.4,78.4,9,1.0,LOW,LOW,criteria,"What draws me most to Campaign Tracker is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M4:-4."
5,https://www.open-contracting.org,Open Contracting Partnership,86.6,71.6,15,1.0,LOW,MEDIUM,criteria,"What draws me most to Open Contracting Partnership is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+6."
6,https://talktothecity.org,Talk to the City,85.6,70.6,15,1.0,LOW,LOW,criteria,"What draws me most to Talk to the City is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+6."
7,https://activisthandbook.org/,Activist Handbook,84.7,66.7,18,0.75,LOW,HIGH,modifier,"What draws me most to Activist Handbook is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+12, M5:+6. popularity-risk flag — Activist Handbook is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
8,https://littlesis.org,LittleSis,83.6,67.6,16,0.92,LOW,MEDIUM,criteria,"What draws me most to LittleSis is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+12, M5:+4."
9,https://www.oporaua.org,ОПОРА (Opora),81.5,74.5,7,1.0,LOW,MEDIUM,criteria,"What draws me most to ОПОРА (Opora) is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+4."
10,https://aleph.occrp.org,Aleph (OCCRP),80.7,62.7,18,0.92,LOW,HIGH,modifier,"What draws me most to Aleph (OCCRP) is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+12, M5:+6. popularity-risk flag — Aleph (OCCRP) is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
11,https://guardianproject.info,Guardian Project,78.7,63.7,15,0.92,LOW,MEDIUM,criteria,"What draws me most to Guardian Project is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+6."
12,https://www.writetothem.com,WriteToThem,78.7,65.7,13,1.0,LOW,MEDIUM,criteria,"What draws me most to WriteToThem is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+4."
13,https://openheartmind.org,Open Heart Mind (OHM),78.6,69.6,9,0.83,LOW,LOW,criteria,"What draws me most to Open Heart Mind (OHM) is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+12, M4:-7."
14,https://antievictionmappingproject.github.io/landlordtech,Landlord Tech Watch,77.8,61.8,16,0.83,LOW,LOW,modifier,"What draws me most to Landlord Tech Watch is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+12, M5:+4."
15,https://pursuanceproject.org,Pursuance Project,77.8,59.8,18,0.75,LOW,LOW,modifier,"What draws me most to Pursuance Project is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+12, M5:+6."
16,https://consulproject.org,CONSUL Democracy,77.7,62.7,15,1.0,LOW,MEDIUM,criteria,"CONSUL Democracy addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M1:+9, M5:+6."
17,https://okfn.org/en/projects/open-data-editor/,Open Data Editor (ODE),77.7,62.7,15,1.0,LOW,LOW,criteria,"Open Data Editor (ODE) does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M1:+9, M5:+6."
18,https://www.hotosm.org,Humanitarian OpenStreetMap Team (HOT),76.7,62.7,14,1.0,LOW,HIGH,criteria,"Humanitarian OpenStreetMap Team (HOT) scores well across my criteria — it sits at a productive intersection of participation infrastructure and democratic accessibility. modifiers: M1:+8, M5:+6. popularity-risk flag — Humanitarian OpenStreetMap Team (HOT) is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
19,https://www.whatdotheyknow.com,WhatDoTheyKnow,76.6,67.6,9,1.0,LOW,HIGH,criteria,What draws me most to WhatDoTheyKnow is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9. popularity-risk flag — WhatDoTheyKnow is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower.
20,https://cobudget.com,Cobudget,75.8,60.8,15,1.0,LOW,LOW,criteria,"Cobudget scores well across my criteria — it sits at a productive intersection of participation infrastructure and democratic accessibility. modifiers: M1:+9, M5:+6."
21,https://murmurations.network,Murmurations Protocol,75.8,58.8,17,0.75,LOW,LOW,modifier,"What draws me most to Murmurations Protocol is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+8."
22,https://opencollective.com,Open Collective,75.8,57.8,18,0.75,LOW,HIGH,modifier,"What draws me most to Open Collective is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+12, M5:+6. popularity-risk flag — Open Collective is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
23,https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,75.7,62.7,13,1.0,LOW,LOW,criteria,"What draws me most to Frankenstein Bill is its focus on enabling people to organise without institutional support — the core of what I care about in political technology. modifiers: M1:+9, M5:+4."
24,https://constituteproject.org,Constitute Project,74.8,59.8,15,1.0,LOW,LOW,modifier,"Constitute Project scores well across my criteria — it sits at a productive intersection of participation infrastructure and democratic accessibility. modifiers: M1:+9, M5:+6."
25,https://ciudadaniai.org,Fundación Ciudadanía Inteligente,74.7,63.7,11,1.0,LOW,MEDIUM,criteria,"Fundación Ciudadanía Inteligente does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M3:+5, M5:+6."
26,https://www.ushahidi.com,Ushahidi,74.7,62.7,12,1.0,LOW,MEDIUM,criteria,"Ushahidi does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M1:+8, M5:+4."
