rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
1,https://activisthandbook.org/,Activist Handbook,42.3,36.3,6,0.75,LOW,LOW,criteria,Activist Handbook engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
2,https://adhocracy.plus,adhocracy+,71.8,58.8,13,1.0,LOW,LOW,criteria,"adhocracy+ builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+6, M6:+7."
3,https://aisafety.info,AISafety.info,34.3,34.3,0,0.75,LOW,LOW,criteria,AISafety.info engages with relevant domains but the score is limited by partial alignment with my core criteria.
4,https://alaveteli.org,Alaveteli,71.7,65.7,6,1.0,LOW,HIGH,criteria,"Alaveteli builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+6. this is a popularity-risk flag — Alaveteli is widely known and well-documented; stripping dossier richness advantage would reduce my score by roughly 8-12 points."
5,https://aleph.occrp.org,Aleph (OCCRP),69.7,63.7,6,0.92,LOW,HIGH,criteria,"Aleph (OCCRP) builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+6. this is a popularity-risk flag — Aleph (OCCRP) is widely known and well-documented; stripping dossier richness advantage would reduce my score by roughly 8-12 points."
6,https://algorithmwatch.org,AlgorithmWatch,62.8,59.8,3,1.0,LOW,LOW,criteria,"AlgorithmWatch directly supports how governments and citizens understand or shape policy and regulatory frameworks, which aligns closely with my professional work. modifiers apply: M3:+3."
7,https://all-our-ideas.citizens.is,All Our Ideas,59.9,56.9,3,0.75,LOW,LOW,criteria,"All Our Ideas builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+3."
8,https://alltechishuman.org/responsible-tech-guide-2025,Responsible Tech Guide 2025,31.3,35.3,-4,0.75,LOW,LOW,criteria,Responsible Tech Guide 2025 engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
9,https://annas-archive.pm,Anna's Archive,45,50.0,12,0.55,MEDIUM,NONE,procedural,"Anna's Archive is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M1:+6, M5:+6."
10,https://antievictionmappingproject.github.io/landlordtech,Landlord Tech Watch,53.2,41.2,12,0.83,LOW,LOW,modifier,"Landlord Tech Watch engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:+6."
