rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
244,https://digitalcharitylab.org/product/digital-account-management-toolkit,Digital Account Management Toolkit,15.8,11.8,4,0.86,LOW,LOW,modifier,My constitution struggles to see what Digital Account Management Toolkit does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
245,https://www.watchduty.org,Watch Duty,15.8,11.8,4,0.81,LOW,LOW,modifier,My constitution struggles to see what Watch Duty does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
246,https://github.com/travisbrown/birdwatch,Community Notes (Birdwatch) Analysis Tool,15.7,15.7,0,0.94,LOW,LOW,criteria,My constitution struggles to see what Community Notes (Birdwatch) Analysis Tool does — the criteria don't map well onto this kind of work.
247,https://oa.report,OA.Report,15.7,15.7,0,0.81,LOW,LOW,criteria,My constitution struggles to see what OA.Report does — the criteria don't map well onto this kind of work.
248,https://publicmediastack.com,Public Media Stack,15.7,15.7,0,0.81,LOW,LOW,criteria,My constitution struggles to see what Public Media Stack does — the criteria don't map well onto this kind of work.
249,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,Registers and collaboration: making lists we can trust,15.7,15.7,0,0.81,LOW,LOW,criteria,My constitution struggles to see what Registers and collaboration: making lists we can trust does — the criteria don't map well onto this kind of work.
250,https://the-list.uk,The List,14.9,5.9,9,0.93,LOW,LOW,modifier,"My constitution struggles to see what The List does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M6:+4)."
251,https://benefits-calculator.turn2us.org.uk,Turn2us Benefits Calculator,14.8,10.8,4,0.88,LOW,HIGH,modifier,My constitution struggles to see what Turn2us Benefits Calculator does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4). High popularity risk — Turn2us Benefits Calculator is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
252,https://fatebook.io,Fatebook,14.8,10.8,4,0.88,LOW,LOW,modifier,My constitution struggles to see what Fatebook does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
253,https://plausible.io,Plausible Analytics,14.8,9.8,5,0.81,LOW,LOW,modifier,My constitution struggles to see what Plausible Analytics does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5).
254,https://whopostedwhat.com,Who Posted What?,14.8,10.8,4,0.81,LOW,LOW,modifier,My constitution struggles to see what Who Posted What? does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
255,https://fairbnb.coop,Fairbnb.coop,14.7,14.7,0,1.0,LOW,LOW,criteria,My constitution struggles to see what Fairbnb.coop does — the criteria don't map well onto this kind of work.
256,https://urbit.org,Urbit,14.6,18.6,-4,0.88,LOW,LOW,criteria,"My constitution struggles to see what Urbit does — the criteria don't map well onto this kind of work. Modifiers pull this down (M2:+8, M3:-12)."
257,https://www.discourse.org,Discourse,14.6,18.6,-4,0.88,LOW,HIGH,criteria,"What matters about Discourse is its structural ambition — Discourse addresses democratic participation and citizen engagement. Customizable, scalable communit. Modifiers pull this down (M1:+8, M3:-12). High popularity risk — Discourse is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit."
258,https://www.torproject.org,Tor Project,14.5,26.5,-12,0.94,LOW,HIGH,modifier,"Tor Project takes privacy and data ethics seriously, which is central to humane technology. Modifiers pull this down (M3:-12). High popularity risk — Tor Project is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit."
259,https://github.com/fission-codes/fission-codes,Fission Codes,13.8,8.8,5,0.69,MEDIUM,NONE,modifier,My constitution struggles to see what Fission Codes does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5).
260,https://moralmachine.net,Moral Machine,13.8,8.8,5,0.88,LOW,LOW,modifier,My constitution struggles to see what Moral Machine does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5).
261,https://dgc-cgn.org/product/can-dgsi-127,CAN/DGSI 127 - Age Assurance Technologies Standard,13.7,13.7,0,0.88,LOW,LOW,criteria,My constitution struggles to see what CAN/DGSI 127 - Age Assurance Technologies Standard does — the criteria don't map well onto this kind of work.
262,https://docs.holepunch.to,Pear by Holepunch,13.7,15.7,-2,0.81,LOW,LOW,criteria,"Pear by Holepunch scores well on technological sovereignty — the kind of self-hostable, open infrastructure that gives communities real control. Modifiers pull this down (M2:+10, M3:-12)."
