rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
82,https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,32.6,20.6,12,0.88,LOW,LOW,modifier,"My constitution struggles to see what Rahvaalgatus does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
83,https://relationaltechproject.org,Relational Tech Project,32.6,20.6,12,0.88,LOW,LOW,modifier,"My constitution struggles to see what Relational Tech Project does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M4:+4)."
84,https://www.mpwatch.org,MP Watch,32.6,20.6,12,0.99,LOW,LOW,modifier,"My constitution struggles to see what MP Watch does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
85,https://civiclick.com,CiviClick,32.5,24.5,8,0.81,LOW,LOW,modifier,What matters about CiviClick is its structural ambition — Addresses barriers to meaningful citizen participation in democratic decision-making by providing to. Modifiers push this up (M1:+8).
86,https://humbledata.org,Humble Data Workshop,32.5,23.5,9,0.88,LOW,LOW,modifier,"Humble Data Workshop serves ['women', 'people of colour', 'LGBTQ+ individuals', 'people with disabilities', — exactly the populations that most civic tech overlooks. Modifiers push this up (M1:+5, M6:+4)."
87,https://p4ai.net,Principles for Public Participation in Procurement of AI,32.5,24.5,8,0.94,LOW,LOW,modifier,Principles for Public Participation in Procurement of AI's governance model (collaborative multi-stakeholder) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8).
88,https://radicle.xyz,Radicle,32.5,22.5,10,0.88,LOW,LOW,modifier,"Radicle scores well on technological sovereignty — the kind of self-hostable, open infrastructure that gives communities real control. Modifiers push this up (M2:+10)."
89,https://securedrop.org,SecureDrop,32.5,23.5,9,0.93,LOW,LOW,modifier,"My constitution struggles to see what SecureDrop does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M6:+4)."
90,https://sobre.ejparticipe.org,Empurrando Juntas (EJ),32.5,24.5,8,0.81,LOW,LOW,modifier,What matters about Empurrando Juntas (EJ) is its structural ambition — Empurrando Juntas (EJ) addresses democratic participation and citizen engagement. AI-powered opinion. Modifiers push this up (M1:+8).
91,https://www.mysociety.org/climate/neighbourhood-warmth,Neighbourhood Warmth,32.5,24.5,8,0.88,LOW,LOW,modifier,Neighbourhood Warmth's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8).
92,https://mapit.mysociety.org,MapIt,32.4,28.4,4,1.0,LOW,LOW,criteria,My constitution struggles to see what MapIt does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
93,https://nymtech.net,Nym,32.4,29.4,3,0.88,LOW,LOW,criteria,"Nym scores well on technological sovereignty — the kind of self-hostable, open infrastructure that gives communities real control. Modifiers push this up (M1:+5, M2:+10, M3:-12)."
94,https://thegovernmentsays.com,The Government Says,32.4,32.4,0,0.94,LOW,LOW,criteria,My constitution struggles to see what The Government Says does — the criteria don't map well onto this kind of work.
95,https://www.globaleaks.org,GlobaLeaks,32.4,28.4,4,0.94,LOW,LOW,criteria,GlobaLeaks's governance model (foundation) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M6:+4).
96,https://www.whatdotheyknow.com,WhatDoTheyKnow,32.4,28.4,4,0.88,LOW,LOW,criteria,My constitution struggles to see what WhatDoTheyKnow does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
